Epoch,Train_MSE_Loss,Train_Box_Loss,Train_Mean_IoU,Train_Box_Hit_Rate,Train_MPE,Train_X_MAE,Train_Y_MAE,Train_PCK@5px,Train_PCK@10px,Train_Max_Error,Val_MSE_Loss,Val_Box_Loss,Val_Mean_IoU,Val_Box_Hit_Rate,Val_MPE,Val_X_MAE,Val_Y_MAE,Val_PCK@5px,Val_PCK@10px,Val_Max_Error
1,0.295569,0.003273,0.3478,23.86,54.67,46.45,21.23,1.65,5.20,253.67,0.159876,0.002041,0.3903,27.27,41.71,35.07,16.89,1.52,5.56,139.71
2,0.277178,0.002718,0.3669,29.70,52.35,44.89,19.69,1.40,4.44,319.45,0.147583,0.001854,0.3869,30.30,39.50,33.57,15.34,2.53,5.56,132.80
3,0.295273,0.002692,0.3670,29.82,54.04,47.54,18.21,1.52,5.08,279.39,0.144386,0.001551,0.4193,37.88,39.18,34.52,13.16,1.52,10.10,135.34
4,0.250080,0.002495,0.3784,31.47,50.45,44.49,17.33,1.40,4.70,219.81,0.137172,0.001437,0.4346,44.44,37.73,32.81,13.33,2.53,8.59,144.30
5,0.268308,0.002342,0.3780,30.96,51.69,45.21,17.72,1.65,5.46,280.39,0.133171,0.001349,0.4299,41.41,37.68,33.16,12.59,1.01,6.57,131.40
6,0.263541,0.002450,0.3931,34.01,49.81,44.13,15.80,0.89,5.33,291.29,0.138494,0.001465,0.4335,45.45,37.81,33.84,11.83,4.04,8.08,152.12
7,0.287240,0.002636,0.3669,29.95,52.44,45.58,18.34,1.90,6.85,295.28,0.134849,0.001376,0.4380,43.94,37.83,32.48,14.25,2.02,6.57,145.08
8,0.261408,0.002409,0.3896,34.77,50.61,44.69,16.92,1.27,5.84,251.71,0.136975,0.001409,0.4467,44.44,37.96,33.31,12.77,3.03,7.58,148.48
9,0.268526,0.002457,0.3651,29.06,51.95,46.28,16.47,1.27,4.70,242.81,0.144760,0.001500,0.4309,40.40,39.07,34.38,13.21,2.02,6.06,149.85
10,0.290567,0.002593,0.3753,31.73,52.30,46.94,15.90,1.27,5.33,236.20,0.135275,0.001308,0.4350,39.90,37.76,33.61,12.12,2.02,6.57,132.38
11,0.272960,0.002542,0.3715,31.09,51.68,45.58,16.99,1.52,4.19,315.61,0.167402,0.001506,0.4273,41.41,42.07,37.98,13.09,2.02,8.59,172.29
12,0.241603,0.002150,0.4056,35.66,48.26,42.68,15.79,1.02,5.33,292.61,0.132843,0.001331,0.4470,43.94,37.35,33.00,12.37,1.52,7.07,148.84
13,0.276019,0.002383,0.3893,34.77,50.62,44.70,16.64,1.27,5.96,427.22,0.128592,0.001295,0.4490,43.43,36.91,32.33,12.58,2.53,6.57,139.78
14,0.278171,0.002378,0.3909,34.52,51.62,46.18,15.86,1.02,5.84,232.93,0.125511,0.001389,0.4489,46.46,35.66,32.03,10.70,3.03,11.11,144.50
15,0.253545,0.002120,0.4125,37.31,49.65,43.74,16.59,1.14,5.46,275.56,0.133492,0.001280,0.4533,45.45,37.34,33.21,12.14,0.51,7.07,154.57
16,0.248595,0.002153,0.4010,36.93,49.30,42.87,17.38,1.27,5.08,291.05,0.120800,0.001218,0.4516,41.92,35.42,31.29,11.51,3.03,8.08,137.33
17,0.224573,0.002095,0.4003,35.03,46.94,41.22,15.36,1.52,6.35,252.99,0.126559,0.001319,0.4378,39.39,36.43,31.89,12.58,2.02,6.57,139.39
18,0.252454,0.002204,0.3860,34.01,50.36,44.29,16.91,1.02,3.81,306.52,0.150934,0.001502,0.4354,42.93,39.99,35.09,13.74,1.52,6.06,159.96
19,0.232279,0.002199,0.3716,30.46,48.82,42.89,16.58,2.03,5.46,221.53,0.142592,0.001531,0.4345,44.44,38.36,34.71,11.48,3.03,10.61,155.28
20,0.235696,0.001861,0.4175,38.71,47.70,42.15,15.56,1.78,5.46,286.78,0.128346,0.001345,0.4450,44.95,36.35,32.57,11.28,2.02,9.09,144.08
21,0.219713,0.001923,0.4138,37.44,46.91,41.65,15.15,1.90,6.98,237.45,0.124221,0.001296,0.4615,47.47,35.49,32.40,10.03,2.02,10.61,141.97
22,0.219074,0.002081,0.4056,36.68,46.63,39.73,17.55,1.52,4.82,312.02,0.131922,0.001384,0.4316,39.90,37.46,32.16,13.85,2.02,6.57,136.59
23,0.226660,0.002101,0.3904,33.76,48.02,42.18,15.80,1.78,5.96,243.06,0.149015,0.001560,0.4350,44.44,39.31,35.60,11.78,1.01,8.08,155.02
24,0.278411,0.002375,0.3959,35.66,52.18,46.47,16.66,1.14,4.44,272.79,0.132072,0.001378,0.4509,46.46,37.23,32.85,12.30,1.01,7.07,140.06
25,0.249551,0.002197,0.4095,36.55,48.00,43.13,14.86,1.40,7.11,332.08,0.136009,0.001371,0.4557,46.46,37.15,33.83,10.51,1.01,6.06,156.60
26,0.267799,0.002298,0.3721,29.44,51.83,46.90,15.30,0.51,6.09,207.71,0.171906,0.001754,0.4168,39.39,41.75,39.00,10.38,2.02,8.59,166.05
27,0.255201,0.002365,0.4055,38.96,48.22,42.94,15.00,1.52,6.35,321.67,0.126380,0.001342,0.4288,39.39,36.30,32.58,11.22,3.54,8.59,119.53
28,0.226108,0.001923,0.4250,43.15,46.43,41.20,14.98,1.52,7.61,229.24,0.118329,0.001237,0.4645,48.48,34.94,31.01,11.49,1.52,9.60,139.94
29,0.216988,0.001968,0.4110,36.80,46.23,40.82,14.94,1.40,4.95,291.42,0.178932,0.001481,0.4405,44.95,43.36,40.01,11.51,3.03,5.05,171.10
30,0.235595,0.002038,0.4126,37.18,47.80,41.90,16.00,1.90,6.09,260.84,0.119060,0.001242,0.4567,41.41,34.73,30.77,11.26,2.02,8.59,139.83
31,0.271566,0.002147,0.4052,36.68,51.01,46.29,14.83,2.03,6.47,296.43,0.151377,0.001333,0.4358,38.89,40.34,36.62,11.95,1.52,6.06,133.73
32,0.244343,0.002209,0.3908,32.23,48.34,41.95,16.97,0.76,4.82,232.30,0.127207,0.001320,0.4338,39.90,36.88,32.22,13.28,2.53,6.06,135.93
33,0.308327,0.002403,0.3948,37.44,53.74,48.44,15.84,1.78,5.46,258.01,0.133008,0.001256,0.4497,44.95,37.53,33.23,12.26,2.53,6.06,149.14
34,0.230782,0.001968,0.4281,43.65,46.28,40.91,14.89,1.65,6.22,293.58,0.116412,0.001200,0.4602,46.46,34.65,30.88,11.12,3.03,11.11,126.18
35,0.240455,0.002134,0.3952,33.88,48.61,42.01,16.80,0.89,5.33,257.29,0.143416,0.001415,0.4455,42.93,38.82,34.53,12.38,2.02,5.05,153.28
36,0.219137,0.002102,0.4122,37.31,44.96,40.17,14.23,1.78,7.23,277.76,0.126119,0.001302,0.4591,47.98,36.24,32.41,11.29,2.53,6.06,146.24
37,0.237656,0.002142,0.4072,36.80,48.93,44.19,13.94,1.27,5.58,198.99,0.126911,0.001292,0.4582,48.48,35.75,32.55,10.02,2.02,10.61,152.68
38,0.222550,0.001951,0.4081,36.68,47.40,41.19,16.53,1.52,5.08,199.79,0.119732,0.001314,0.4552,47.47,35.31,30.82,12.12,2.53,6.57,133.88
39,0.286859,0.002403,0.3889,33.88,52.64,46.61,16.62,1.14,4.44,350.30,0.177785,0.001544,0.4283,41.41,43.31,39.45,12.40,1.52,8.59,164.29
40,0.235677,0.002145,0.4102,37.82,47.36,41.65,15.89,1.90,7.61,249.93,0.123046,0.001208,0.4590,43.43,35.85,32.44,10.51,0.51,5.56,139.75
41,0.231531,0.002051,0.4169,37.94,47.25,40.85,16.82,2.41,7.11,200.70,0.116256,0.001290,0.4554,45.96,34.39,30.51,11.09,5.56,11.62,133.01
42,0.225590,0.002028,0.4110,36.04,46.14,41.27,14.22,1.90,7.23,281.49,0.120473,0.001277,0.4509,45.96,34.89,31.65,9.91,1.52,10.61,137.12
43,0.227250,0.002030,0.4111,39.09,47.76,42.16,16.08,1.78,4.57,213.94,0.122022,0.001280,0.4615,49.49,35.29,31.57,11.00,1.52,9.09,141.87
44,0.215191,0.002104,0.4145,38.83,45.51,40.79,13.90,1.90,7.36,295.05,0.112517,0.001198,0.4630,43.94,33.82,30.63,10.12,3.03,10.61,136.89
45,0.220082,0.001956,0.4100,35.41,46.22,41.64,13.71,2.41,8.25,220.12,0.121773,0.001307,0.4645,48.48,35.12,31.54,10.53,0.51,10.10,148.00
46,0.228057,0.001985,0.4166,38.20,47.27,41.44,15.82,1.40,4.95,237.77,0.125733,0.001276,0.4581,46.97,36.22,32.25,11.62,1.01,6.06,143.44
47,0.226256,0.001964,0.4177,38.45,46.55,41.95,14.10,1.78,7.87,228.59,0.115590,0.001209,0.4592,46.46,34.21,30.68,10.57,2.53,12.63,134.38
48,0.207983,0.001805,0.4288,40.23,44.83,39.87,14.18,2.16,6.98,273.63,0.120062,0.001207,0.4662,47.47,35.35,31.54,11.28,1.01,9.09,147.08
49,0.253939,0.002280,0.3850,35.41,49.71,44.70,14.67,2.03,6.98,227.10,0.180548,0.001660,0.4293,40.40,42.96,40.41,9.83,2.02,11.11,171.58
50,0.227268,0.002067,0.4243,39.97,46.47,40.97,15.42,1.02,6.09,267.98,0.114898,0.001167,0.4524,42.42,34.41,30.80,10.87,2.53,9.60,132.29
51,0.200578,0.001854,0.4269,42.26,44.50,39.05,14.60,2.28,7.23,195.33,0.121680,0.001278,0.4529,45.96,35.27,31.79,10.76,2.02,10.10,143.73
52,0.228391,0.002014,0.4051,34.77,47.23,41.52,15.38,2.03,6.85,248.58,0.134609,0.001416,0.4524,46.46,37.33,33.73,11.17,2.02,8.59,154.03
53,0.217195,0.001897,0.4139,38.96,46.57,41.30,14.82,1.14,5.46,232.97,0.139045,0.001396,0.4489,46.46,37.53,34.47,10.29,3.03,7.07,155.75
54,0.242310,0.002139,0.4086,38.71,48.88,43.94,15.03,1.65,6.35,241.09,0.125737,0.001256,0.4543,45.96,36.38,32.89,11.17,1.52,6.57,143.42
55,0.239060,0.002110,0.4186,40.86,48.49,43.54,14.91,1.52,6.22,192.35,0.124118,0.001178,0.4562,43.43,36.01,33.02,10.18,2.02,9.09,130.32
56,0.217713,0.001896,0.4194,38.71,45.55,40.63,14.40,2.28,7.74,317.47,0.117256,0.001222,0.4518,43.43,34.83,31.03,11.37,3.54,10.10,137.71
57,0.242855,0.002025,0.4060,37.31,48.66,43.33,15.69,1.27,6.09,235.74,0.124502,0.001158,0.4647,45.96,36.44,32.90,11.05,0.51,10.10,145.52
58,0.228162,0.002084,0.4098,38.07,46.12,41.50,13.76,2.16,6.47,273.39,0.127031,0.001323,0.4516,45.96,36.19,32.67,11.00,2.02,8.08,152.53
59,0.252997,0.002169,0.4001,35.91,49.60,44.12,15.54,1.14,5.58,236.07,0.124728,0.001291,0.4298,39.90,36.15,32.48,11.37,3.03,8.59,131.25
60,0.230721,0.001952,0.4147,37.69,47.82,42.48,15.33,2.03,6.22,212.08,0.136224,0.001226,0.4420,39.90,37.88,34.13,11.54,3.54,10.61,129.48
61,0.258843,0.002149,0.3981,36.42,50.21,44.54,15.77,1.27,4.19,304.51,0.139162,0.001270,0.4549,46.97,38.36,34.65,11.45,3.03,7.07,150.97
62,0.250661,0.002229,0.3983,35.15,49.12,43.72,15.91,2.16,7.36,273.62,0.135601,0.001399,0.4498,43.94,37.24,34.21,10.05,1.52,7.07,150.87
63,0.227894,0.002259,0.4126,37.44,46.16,41.04,14.23,1.65,8.76,246.39,0.128604,0.001280,0.4453,41.41,36.74,33.83,9.80,2.53,6.57,137.90
64,0.238159,0.002213,0.3857,32.11,48.48,42.95,15.51,1.52,5.71,252.47,0.140170,0.001522,0.4331,44.44,38.30,34.35,11.83,1.52,5.56,156.93
65,0.195028,0.001775,0.4328,40.99,43.20,38.69,13.53,2.28,7.87,318.93,0.125716,0.001261,0.4552,46.46,35.90,32.39,10.68,2.53,9.09,150.24
66,0.212659,0.001876,0.4219,38.20,45.93,40.35,15.25,1.14,5.84,271.82,0.126889,0.001243,0.4565,47.98,36.58,31.90,12.97,2.02,7.58,152.30
